"24","24","C2","Tarde","L02","35","Mat2002","Probabilidad Y Estadística","45","30","0","2","Rodrigo Matías","Campos","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"25","25","C1","Mañana","D02","30","Fis2001","Física Ii","45","30","15","2","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"26","26","C2","Noche","C01","30","Fis2001","Física Ii","45","30","15","2","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"27","27","C1","Tarde","A04","80","Fis2001","Física Ii","45","30","15","2","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"28","28","C2","Mañana","A07","60","Fis2001","Física Ii","45","30","15","2","Sandra Mabel","Fuentes","Magíster En Sistemas Embebidos","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"29","29","C2","Tarde","C14","45","Mat3001","Análisis Matemático Iii","45","30","0","3","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"30","30","C2","Noche","A01","50","Mat3001","Análisis Matemático Iii","45","30","0","3","Susana Graciela","Ríos","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"31","31","C1","Noche","D15","80","Civ1001","Topografía","30","15","30","1","Carlos Alberto","García","Ingeniero En Sistemas","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"32","32","C2","Noche","B20","40","Civ1001","Topografía","30","15","30","1","Gustavo Raúl","Medina","Doctor En Matemática","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"33","33","C1","Tarde","A05","60","Civ1001","Topografía","30","15","30","1","Sebastián Nicolás","Álvarez","Magíster En Gestión De Proyectos","Adjunto","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"34","34","C2","Noche","A06","60","Civ1001","Topografía","30","15","30","1","Sandra Mabel","Fuentes","Magíster En Sistemas Embebidos","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"35","35","C1","Tarde","L10","50","Civ2001","Mecánica De Suelos","30","15","30","2","Roberto Augusto","López","Ingeniero Civil","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"36","36","C2","Noche","D15","40","Civ2001","Mecánica De Suelos","30","15","30","2","Natalia Belén","Castro","Magíster En Telecomunicaciones","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"37","37","C1","Noche","A19","80","Civ2001","Mecánica De Suelos","30","15","30","2","Cristian Ariel","Ortega","Ingeniero Mecánico","Adjunto","Simple","Ingeniería Mecánica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"38","38","C2","Noche","L17","35","Civ2001","Mecánica De Suelos","30","15","30","2","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"39","39","C2","Noche","B03","50","Civ3001","Estructuras","45","30","15","3","Pilar Estela","Molina","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"40","40","C1","Noche","B19","80","Civ3001","Estructuras","45","30","15","3","Mónica Patricia","Serrano","Doctora En Química Industrial","Asociado","Semi-Exclusiva","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"41","41","C2","Tarde","L05","60","Civ3001","Estructuras","45","30","15","3","Jorge Osvaldo","Sánchez","Magíster En Ingeniería Industrial","Titular","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"42","42","C1","Tarde","L06","45","Civ4001","Hidráulica","30","15","30","4","Leandro Damián","Acosta","Doctor En Ingeniería Civil","Titular","Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"43","43","C1","Tarde","L15","35","Civ4001","Hidráulica","30","15","30","4","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"44","44","C1","Noche","B16","45","Mat1001","Análisis Matemático I","60","30","0","1","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"45","45","C2","Mañana","C11","80","Mat1001","Análisis Matemático I","60","30","0","1","Sofía Valentina","Vega","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"46","46","C1","Noche","D02","35","Mat1001","Análisis Matemático I","60","30","0","1","Natalia Belén","Castro","Magíster En Telecomunicaciones","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"47","47","C2","Noche","A17","30","Mat1001","Análisis Matemático I","60","30","0","1","Eduardo Martín","Vargas","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"48","48","C1","Mañana","L06","35","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"49","49","C2","Mañana","D04","50","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"50","50","C1","Noche","L13","80","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Alejandro José","Núñez","Ingeniero Electrónico","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"51","51","C2","Noche","D04","80","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"52","52","C1","Noche","C20","80","Fis1001","Física I","45","30","15","1","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"53","53","C2","Mañana","A17","50","Fis1001","Física I","45","30","15","1","Valeria Soledad","Herrera","Ingeniera Electrónica","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"54","54","C1","Mañana","B20","30","Fis1001","Física I","45","30","15","1","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"55","55","C2","Mañana","A07","40","Fis1001","Física I","45","30","15","1","Florencia Daniela","Cabrera","Doctora En Ingeniería","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"56","56","C1","Tarde","L04","50","Mat2001","Análisis Matemático Ii","60","30","0","2","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"57","57","C2","Noche","C07","45","Mat2001","Análisis Matemático Ii","60","30","0","2","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"58","58","C1","Tarde","D16","45","Mat2001","Análisis Matemático Ii","60","30","0","2","Carlos Alberto","García","Ingeniero En Sistemas","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"59","59","C2","Noche","L04","40","Mat2001","Análisis Matemático Ii","60","30","0","2","Alejandro José","Núñez","Ingeniero Electrónico","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"60","60","C1","Noche","B07","45","Mat2002","Probabilidad Y Estadística","45","30","0","2","Sebastián Nicolás","Álvarez","Magíster En Gestión De Proyectos","Adjunto","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"61","61","C2","Mañana","L07","45","Mat2002","Probabilidad Y Estadística","45","30","0","2","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"62","62","C1","Noche","A18","30","Mat2002","Probabilidad Y Estadística","45","30","0","2","Leandro Damián","Acosta","Doctor En Ingeniería Civil","Titular","Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"63","63","C2","Noche","A05","35","Mat2002","Probabilidad Y Estadística","45","30","0","2","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"64","64","C1","Tarde","L11","50","Mat3001","Análisis Matemático Iii","45","30","0","3","Patricia Andrea","Ramírez","Doctora En Química","Titular","Exclusiva","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"65","65","C1","Tarde","L01","30","Mat3001","Análisis Matemático Iii","45","30","0","3","Fernando Daniel","Reyes","Doctor En Física","Asociado","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"66","66","C2","Noche","C07","30","Mat3001","Análisis Matemático Iii","45","30","0","3","Claudia Verónica","Morales","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"67","67","C1","Mañana","A14","35","Inf3004","Paradigmas De Programación","45","15","15","3","Tomás Agustín","Domínguez","Magíster En Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"68","68","C2","Tarde","L06","45","Inf3004","Paradigmas De Programación","45","15","15","3","Carolina Florencia","Díaz","Ingeniera Civil","Adjunto","Simple","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"69","69","C1","Noche","C20","40","Ele1001","Circuitos Eléctricos","45","30","15","1","Eduardo Martín","Vargas","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"70","70","C2","Tarde","A15","80","Ele1001","Circuitos Eléctricos","45","30","15","1","Luis Alberto","Vera","Ingeniero Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"71","71","C1","Mañana","D11","30","Ele1001","Circuitos Eléctricos","45","30","15","1","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"72","72","C2","Noche","C10","35","Ele1001","Circuitos Eléctricos","45","30","15","1","Roberto Augusto","López","Ingeniero Civil","Asociado","Semi-Exclusiva","Ingeniería Civil","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"73","73","C1","Noche","L10","45","Mat1001","Análisis Matemático I","60","30","0","1","Mariana Soledad","Pereira","Magíster En Matemática","Adjunto","Semi-Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"74","74","C2","Noche","A17","30","Mat1001","Análisis Matemático I","60","30","0","1","Luis Alberto","Vera","Ingeniero Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"75","75","C1","Noche","L16","45","Mat1001","Análisis Matemático I","60","30","0","1","Alejandra Cecilia","Romero","Doctora En Ingeniería Industrial","Asociado","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"76","76","C2","Noche","L14","60","Mat1001","Análisis Matemático I","60","30","0","1","Gabriela Inés","Flores","Magíster En Sistemas De Información","Asociado","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"77","77","C1","Tarde","B07","60","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Jorge Osvaldo","Sánchez","Magíster En Ingeniería Industrial","Titular","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"78","78","C2","Mañana","B18","60","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"79","79","C1","Noche","A12","60","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","María Elena","Rodríguez","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"80","80","C2","Mañana","A04","40","Mat1002","Álgebra Y Geometría Analítica","60","30","0","1","Sebastián Nicolás","Álvarez","Magíster En Gestión De Proyectos","Adjunto","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"81","81","C1","Tarde","L09","50","Fis1001","Física I","45","30","15","1","Luciana Paola","Moreno","Ingeniera Química","Adjunto","Simple","Ingeniería Química","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"82","82","C2","Noche","L08","30","Fis1001","Física I","45","30","15","1","Sebastián Nicolás","Álvarez","Magíster En Gestión De Proyectos","Adjunto","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"83","83","C1","Noche","B07","30","Fis1001","Física I","45","30","15","1","Sebastián Nicolás","Álvarez","Magíster En Gestión De Proyectos","Adjunto","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"84","84","C2","Noche","C02","80","Fis1001","Física I","45","30","15","1","Jorge Osvaldo","Sánchez","Magíster En Ingeniería Industrial","Titular","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"85","85","C1","Noche","L19","35","Mat2001","Análisis Matemático Ii","60","30","0","2","Mariela Noelia","Ponce","Doctora En Ciencias Básicas","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"86","86","C2","Mañana","D11","40","Mat2001","Análisis Matemático Ii","60","30","0","2","Claudia Verónica","Morales","Ingeniera Industrial","Adjunto","Simple","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"87","87","C1","Mañana","D04","40","Mat2001","Análisis Matemático Ii","60","30","0","2","María Elena","Rodríguez","Doctora En Ciencias De La Computación","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"88","88","C2","Noche","L08","30","Mat2001","Análisis Matemático Ii","60","30","0","2","Alejandra Cecilia","Romero","Doctora En Ingeniería Industrial","Asociado","Semi-Exclusiva","Ingeniería Industrial","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"89","89","C1","Noche","A04","45","Mat2002","Probabilidad Y Estadística","45","30","0","2","Marcelo Adrián","Gutiérrez","Magíster En Inteligencia Artificial","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"90","90","C2","Mañana","A05","80","Mat2002","Probabilidad Y Estadística","45","30","0","2","Tomás Agustín","Domínguez","Magíster En Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"91","91","C1","Mañana","L12","45","Mat2002","Probabilidad Y Estadística","45","30","0","2","Nicolás Emilio","Suárez","Magíster En Redes","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"92","92","C2","Mañana","B03","40","Mat2002","Probabilidad Y Estadística","45","30","0","2","Sofía Valentina","Vega","Magíster En Ciencias De La Computación","Adjunto","Semi-Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"93","93","C2","Noche","L10","80","Mat3001","Análisis Matemático Iii","45","30","0","3","Héctor Luis","González","Doctor En Física","Titular","Exclusiva","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"94","94","C2","Tarde","L04","80","Mat3001","Análisis Matemático Iii","45","30","0","3","Carlos Alberto","García","Ingeniero En Sistemas","Titular","Exclusiva","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"95","95","C1","Tarde","A06","30","Ele1001","Circuitos Eléctricos","45","30","15","1","Sandra Mabel","Fuentes","Magíster En Sistemas Embebidos","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"96","96","C2","Noche","B19","35","Ele1001","Circuitos Eléctricos","45","30","15","1","Natalia Belén","Castro","Magíster En Telecomunicaciones","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"97","97","C1","Mañana","L07","35","Ele1001","Circuitos Eléctricos","45","30","15","1","Tomás Agustín","Domínguez","Magíster En Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"98","98","C2","Tarde","A14","45","Ele1001","Circuitos Eléctricos","45","30","15","1","Tomás Agustín","Domínguez","Magíster En Electrónica","Adjunto","Semi-Exclusiva","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"99","99","C1","Noche","A13","40","Ele2001","Electrónica Analógica","30","15","45","2","Valeria Soledad","Herrera","Ingeniera Electrónica","Adjunto","Simple","Ingeniería Electrónica","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"100","100","C2","Noche","A14","35","Ele2001","Electrónica Analógica","30","15","45","2","Ana Paula","Martínez","Magíster En Matemática Aplicada","Adjunto","Simple","Ciencias Básicas","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
"101","101","C1","Noche","L14","50","Ele2001","Electrónica Analógica","30","15","45","2","Rodrigo Matías","Campos","Ingeniero En Sistemas","Adjunto","Simple","Ingeniería En Sistemas De Información","Facultad Regional Buenos Aires","Buenos Aires","Buenos Aires","2026-05-26",\N,"1"
